CONTENT,SCORE,THUMBSUPCOUNT,REVIEWCREATEDVERSION,AT
AINDA ESTOU APRENDENDO MAS JA GOSTEI.,5,0,2.2.367265.0,2020-10-16 22:55:37
ESPETACULAR,5,0,2.2.367265.0,2020-10-16 21:43:15
PERFEITO!,5,0,2.2.353746.0,2020-10-16 21:41:10
EXCELENTE APLICATIVO MUITO UTIL MAS DEVERIA TER MAIS COMPATIBILIDADE COM ANDROID,4,0,2.2.367265.0,2020-10-16 21:33:46
MUITO DIVERTIDO E AJUDA NO DIA A DIA,5,0,2.2.367265.0,2020-10-16 20:47:16
MUITO LEGAL AMEI !!!,5,0,2.2.367265.0,2020-10-16 20:39:51
PERFEITO SIMPLESMENTE PERFEITO,5,0,2.2.367265.0,2020-10-16 20:39:04
BOM,4,0,2.2.367265.0,2020-10-16 19:57:14
ACHEI BEM LEGAL!,5,0,2.2.367265.0,2020-10-16 19:37:05
TOP TOP TOP,5,0,2.2.367265.0,2020-10-16 19:36:15
DIVINE,5,0,2.2.365751.0,2020-10-16 19:14:19
OS DOS MELHORES QUE JA COMPREI.. NUS AMANDO.. AGORA TECNOLOGIA EM CASA..,5,0,2.2.367265.0,2020-10-16 19:12:37
"MUITO BOM! MAS TENHO PARTE EM PORTUGUES E OUTRAS EM INGLES, JA MUDEI O IDIOMA, MAS ALGUNS CARDS E MENUS ESTAO EM INGLES.",4,0,2.2.367265.0,2020-10-16 19:10:39
ME SURPREENDEU !! DEIXOU MUITO MAIS PRATICO O MEU DIA DIA... TIRANDO A FACILIDADE DE MEXER NELE,5,0,2.2.367265.0,2020-10-16 19:05:26
OTIMO!,5,0,2.2.367265.0,2020-10-16 19:01:44
"COLOQUEI MINHA ALEXA PRA FALAR ASSIM ENQUANTO O CIANO SE EXPLICAVA NO AMONG US: S2 E AU13, COM CERTEZA O CIANO ESTA MENTINDO, PODE VOTAR NELE. KKKKKKKKK JA TIREI O CIANO DA NAVE UMAS 7 VEZES SO POR CAUSA DISSO",5,0,2.2.367265.0,2020-10-16 18:55:47
"CUMPRE O QUE PROMETE, MAS NAO SEI A RAZAO DA REGIONALIZACAO DOS SKILLS. DEVERIAM LIBERAR TODOS.",4,0,2.2.367265.0,2020-10-16 18:53:03
ASSIM COMO TUDO DA AMAZON PODERIA MELHORAR E MT A INTERFACE,4,0,2.2.367265.0,2020-10-16 18:29:20
TOP DEMAIS,5,0,2.2.367265.0,2020-10-16 18:24:00
UMA GRANDE AMIGA DURANTE A PANDEMIA HEHEHE,5,0,2.2.367265.0,2020-10-16 17:49:58
ESSENCIAL,5,0,2.2.367265.0,2020-10-16 17:48:17
"BOM APLICATIVO, AS VEZES DA UMA BUGADA",4,0,2.2.367265.0,2020-10-16 16:57:44
EXCELENTE!!!,5,0,2.2.367265.0,2020-10-16 16:11:25
OTIMO,5,0,2.2.367265.0,2020-10-16 15:59:03
E MUITO BOM,5,0,2.2.367265.0,2020-10-16 15:11:43
EXELENTE,5,0,2.2.367265.0,2020-10-16 15:04:37
TOP,5,0,2.2.367265.0,2020-10-16 14:43:55
MUITO UTIL,5,0,2.2.367265.0,2020-10-16 14:41:35
OTIMO,5,0,2.2.367265.0,2020-10-16 14:32:09
EXCELENTE,5,0,2.2.367265.0,2020-10-16 14:01:27
E BOM,5,0,2.2.367265.0,2020-10-16 13:52:34
MANO MELHOR COISA QUE EXISTE,5,0,2.2.367265.0,2020-10-16 13:35:13
OTIMO MELHOR QUE O ESPERADO,5,0,2.2.367265.0,2020-10-16 13:15:32
GENTE VOCES QUE FALA COISA DA UMA ESTRELA NO APLICATIVO E PORQUE VOCES NAO SABEM CONFIGURAR EU SEI QUE VOCES VAO FALAR AI EU NAO TENTEI DE TODAS AS FORMAS MAS VOCE TEM QUE SE ADAPTAR COM O APLICATIVO VOCE TEM QUE APRENDER GENTE NAO E SEMPRE DAR UMA ESTRELA E E FALAR AI COISA ATUALIZACAO FICOU RUIM VOCES TEM QUE SE ADAPTAR O APLICATIVO NAO E TODO MUNDO QUE TEM UMA ALEXA PARA DAR MAIS UM PARA COMPRAR NEM TODO MUNDO TEM ENTAO VOCE TEM QUE SE ACOSTUMAR DAI SE UM DIA NE VOCES COMPRAREM DEIXA ELES OK,5,2,2.2.367265.0,2020-10-16 13:10:42
MTO BOM,5,0,2.2.367265.0,2020-10-16 12:06:09
OTIMA PERFEITA,5,0,2.2.367265.0,2020-10-16 11:51:04
INCRIVEL...,5,0,2.2.367265.0,2020-10-16 11:35:37
EXCELENTE,5,0,2.2.367265.0,2020-10-16 11:16:42
APLICATIVO OTIMO,5,0,2.2.367265.0,2020-10-16 11:03:17
"NO CELULAR E BEM DIFICIL DE COMANDAR AS AUTOMACOES, MAS COMPREI O ECHO DOT E FICA MUITO MELHOR USANDO O APP SO PARA CONFIGURAR",4,0,2.2.367265.0,2020-10-16 10:20:53
EXCELENTE,5,0,2.2.367265.0,2020-10-16 10:16:31
"SENSACIONAL, PRINCIPALMENTE ASSOCIADA AO ECHO DOT!",5,0,2.2.367265.0,2020-10-16 10:08:34
"A CASA DO FUTURO DE ""OS JETSONS"" JA E UMA REALIDADE. ESTOU APENAS ENGATINHANDO NA EXPLORACAO DAS POSSIBILIDADES DE MEU ECHO E SIMPLESMENTE JA NAO CONSIGO MAIS VIVER SEM ELE.",5,1,2.2.367265.0,2020-10-16 08:47:03
AMAZING ,5,0,2.2.367265.0,2020-10-16 08:19:28
APP DEMORA MUITO PARA ABRIR E RESPONDER AOS COMANDOS FEITOS DE FORMA MANUAL.,4,0,2.2.367265.0,2020-10-16 07:50:16
SENSACIONAL,5,0,2.2.367265.0,2020-10-16 06:56:43
MUITO BOM O APP,5,0,2.2.367265.0,2020-10-16 01:46:14
BOA,5,0,2.2.367265.0,2020-10-16 01:15:31
"ALGUMAS VEZES MESMO NO WIFI A ALEXA DIZ QUE ESTA CKM DIFICULDADES, MAS AINDA E UM BOM AOO",4,0,2.2.367265.0,2020-10-16 00:58:16
"ATE O MOMENTO, SO ALEGRIAS, MAS A AMAZON SABE O QUE FACO O DIA INTEIRO. PRIVACIDADE JA ERA.",5,0,2.2.367265.0,2020-10-16 00:45:13
TOP,5,0,2.2.367265.0,2020-10-16 00:12:09
REALMENTE VALEU APENA COMPRAR A ALEXA,5,0,2.2.367265.0,2020-10-15 23:58:24
"AINDA APRENDENDO A USAR, MAS ESTOU GOSTANDO E ME DIVERTINDO.",4,0,2.2.367265.0,2020-10-15 23:41:58
"ADQUIRI MINHA ECHO DOT RECENTEMENTE E ESTOU ACHANDO UMA EXPERIENCIA ESPLENDOROSA, PROXIMO PASSO SERA AUTOMATIZAR MINHA RESIDENCIA, PARA TER A EXPERIENCIA COMPLETA!!!",5,3,2.2.367265.0,2020-10-15 23:36:20
MUITO BOM AO USAR A COMPATIBILIDADE COM OS DISPOSITIVOS AMAZON.,5,0,2.2.367265.0,2020-10-15 23:29:20
TOP. FUNCIONA PERFEITAMENTE.,5,0,2.2.367265.0,2020-10-15 22:59:15
"ADOREI A ALEXA,MUITO BOM.!! INDICO SEMPRE",5,0,2.2.367265.0,2020-10-15 22:48:07
"EU TO AMANDO A EXPERIENCIA COM O MEU ECHO DOT E COM O APP, ATE ENTAO NENHUM PROBLEMA PRA CONECTAR NEM DIFICULDADES COM A INTERFACE",5,0,2.2.367265.0,2020-10-15 22:39:18
TOP DEMAIS,4,0,2.2.367265.0,2020-10-15 22:28:07
TOP,5,0,2.2.367265.0,2020-10-15 21:30:55
ESTA FUNCIONANDO TUDO BEM AQUI NO MOMENTO,4,0,2.2.364279.0,2020-10-15 21:22:17
SHOW,5,0,2.2.367265.0,2020-10-15 21:15:23
FUNCIONA...,5,0,2.2.367265.0,2020-10-15 20:56:36
MUITO BOM.,5,0,2.2.367265.0,2020-10-15 20:48:42
OTIMO APLICATIVO!!!,5,0,2.2.367265.0,2020-10-15 20:43:24
"MUITO BOM O APLICATIVO E O DISPOSITIVO, TIVE QUE RECOMENDAR!!",5,0,2.2.367265.0,2020-10-15 20:05:17
"MUITO BOM, EXCELENTE , AMEI",5,0,2.2.367265.0,2020-10-15 19:39:14
ESTOU AMANDO!!!! :-),5,0,2.2.367265.0,2020-10-15 18:55:01
"TEM ALGUMAS DIVERGENCIA PARA INDENTIFICAR O PEDIDO ,MAS E MUITO BACANA",4,0,2.2.367265.0,2020-10-15 18:53:48
TOP,5,0,2.2.367265.0,2020-10-15 18:53:40
TOP.,5,0,2.2.367265.0,2020-10-15 18:52:36
OK,5,0,2.2.367265.0,2020-10-15 17:16:39
ATE QUEM FIM COM MUITO CUSTO CONSEGUIR,4,0,2.2.367265.0,2020-10-15 16:48:41
MUITO BOM!!,5,0,2.2.367265.0,2020-10-15 16:36:58
ATE AGORA O APP E MUITO SHOW... RECOMENDO DEMAIS,5,0,2.2.367265.0,2020-10-15 15:41:20
"ADOREI, ELA E INCRIVEL!!!",5,0,2.2.367265.0,2020-10-15 15:24:59
EXCELENTE,4,0,2.2.367265.0,2020-10-15 14:54:46
SENSACIONAL. AINDA HA MUITO PARA DESCOBRIR...,5,0,2.2.367265.0,2020-10-15 13:06:16
TO GOSTANDO,5,0,2.2.367265.0,2020-10-15 13:02:59
EXCELENTE,5,0,2.2.367265.0,2020-10-15 12:03:02
FICOU MELHOR A EXPERIENCIA COM A LINGUA PT-BR,5,0,2.2.367265.0,2020-10-15 11:31:16
"O APP E MUITO BOM, E A ECHO DOT (ALEXA) DISPENSA COMENTARIOS, SALVO ALGUMAS SKILLS QUE DEIXAM A DESEJAR, ENTRETANTO, JA NAO DEPENDE DA AMAZON.",5,0,2.2.367265.0,2020-10-15 10:39:14
MUITO TOP,5,0,2.2.367265.0,2020-10-15 10:34:08
ALEXA E EXCELENTE! ,5,0,2.2.367265.0,2020-10-15 10:29:35
OTIMO APLICATIVO.,5,0,2.2.367265.0,2020-10-15 09:39:21
APLICATIVO MUITO BOM SO QUE TEMOS QUE ENSINAR A ALEXA SOBRE AS TECNOLOGIAS ETC.,4,0,2.2.367265.0,2020-10-15 09:07:45
OTIMO,5,0,2.2.367265.0,2020-10-15 09:06:46
MUINTO BOM ELA ME DESPERTOU GRITANDO MEU NOME EU CONSIGO FALAR COM ELA SEM O APARELHO DA ALEXA EM CASA,5,0,2.2.367265.0,2020-10-15 07:23:37
EXCELENTE,4,0,2.2.367265.0,2020-10-15 02:30:49
MUITO BOM,5,0,2.2.367265.0,2020-10-15 01:05:55
TOOOOOP,5,0,2.2.367265.0,2020-10-15 00:45:22
OTIMO,5,0,2.2.367265.0,2020-10-15 00:43:31
TOP,5,0,2.2.367265.0,2020-10-14 23:25:42
UMA IMERSAO TOTAL,5,0,2.2.367265.0,2020-10-14 23:25:33
OTIMA,4,0,2.2.367265.0,2020-10-14 22:33:28
FUNCIONA MUITO BEM.,5,0,2.2.367265.0,2020-10-14 22:31:30
MUITO DIVERTIDO! :D,5,0,2.2.367265.0,2020-10-14 21:44:01
"BOM, POREM AS VEZES NAO RECONHECE NOSSA FALA.",4,0,2.2.367265.0,2020-10-14 21:26:33
OK,4,0,2.2.367265.0,2020-10-14 21:24:23
BOM.,4,0,2.2.367265.0,2020-10-14 21:21:22
"UM POUCO LENTO PARA RESPOSTA E AS VEZES FECHA MUITO RAPIDO O RECONHECIMENTO DE VOZ, MAS AINDA ASSIM EXCELENTE.",5,3,2.2.367265.0,2020-10-14 21:04:51
TOP...,5,0,2.2.367265.0,2020-10-14 20:33:52
APP TOP.,5,0,2.2.367265.0,2020-10-14 20:24:58
SENSACIONAL,5,0,2.2.367265.0,2020-10-14 20:13:27
OTIMA,5,0,2.2.367265.0,2020-10-14 19:49:00
OTIMO,5,0,2.2.367265.0,2020-10-14 19:04:08
OTIMO,5,0,2.2.367265.0,2020-10-14 19:02:15
"SEM PALAVRAS, E SHOW DE BOLA.....",5,0,2.2.367265.0,2020-10-14 18:52:34
MUITO BOM,5,0,2.2.367265.0,2020-10-14 18:39:44
BOM DEMAIS,5,0,2.2.367265.0,2020-10-14 18:32:54
"EXCELENTE APLICATIVO MAS , SERIA BOM SE PODESEMOS RENOMEAR PARA O NOME DA PREFERENCIA DE CADA UM.",5,0,2.2.367265.0,2020-10-14 18:14:43
MUITO BOM,5,0,2.2.367265.0,2020-10-14 18:04:30
"MEU ECHO DOT CHEGOU HJ E JA ESTOU AMANDO! ACHEI O APP SUPER FACIL DE MANUSEAR, MAS AINDA NAO TESTEI TDS AS FUNCIONALIDADES.. POR ENQUANTO E PERFEITO! ",5,3,2.2.367265.0,2020-10-14 17:13:38
APP MARAVILHOSO,5,0,2.2.367265.0,2020-10-14 17:06:09
TOP DEMAIS,5,0,2.2.367265.0,2020-10-14 14:23:15
EATOU CURTINDO MINHA ALEXA,5,0,2.2.367265.0,2020-10-14 14:19:40
MUITO BOM,5,0,2.2.367265.0,2020-10-14 14:07:31
ALEX NAO ESTA FALANDO QUANDO EU FALO ALEXA ESTA BEM MAS ELA NAO FALA QUE TIPO QUANDO EU FALO TIPO CANTE UMA CANCAO ELA CANTA SO QUE ELA NAO DEPOIS ELA FALA ERRO TENTE NOVAMENTE MAIS,4,0,2.2.367265.0,2020-10-14 13:04:48
PERFEITO,5,0,2.2.367265.0,2020-10-14 12:25:45
EXCEPCIONAL,5,0,2.2.367265.0,2020-10-14 11:54:37
"AINDA ESTOU APRENDENDO A USAR ENTAO VOU DEIXAR SOMENTE 4 ESTRELAS, MUITO FACIL DE USAR O APLICATIVO",4,0,2.2.367265.0,2020-10-14 11:48:16
MUITO BOM,5,0,2.2.367265.0,2020-10-14 11:44:33
BOM DE MAIS CONVERSO MUITO COM ELA E MI DIVIRTO MUITO COM A ALEXA E MUITO ENGRACADO,5,0,2.2.367265.0,2020-10-14 11:11:45
"OTIMO SUPER, HIPER, MEGA DIVERTIDO E INTELIGENTE, AMEI O PRODUTO.",5,0,2.2.367265.0,2020-10-14 09:17:34
INCRIVEL!!,5,0,2.2.367265.0,2020-10-14 05:45:49
"ADOREI, A ALEXA FUNCIONA PERFEITAMENTE EM AMBOS OS LOCAIS",5,0,2.2.367265.0,2020-10-14 03:00:50
MELHOR ASSISTENTE DO MUNDO,5,0,2.2.367265.0,2020-10-14 01:23:28
FUNCIONA MUITO BEM !,4,0,2.2.367265.0,2020-10-14 00:13:32
TOP,5,0,2.2.367265.0,2020-10-13 23:17:09
AQUI FUNCIONOU MUITO BOM. ATE AGORA TODOS OS COMANDOS FORAM EFETUADOS COM SUCESSO.,4,0,2.2.367265.0,2020-10-13 22:59:25
O MELHOR,5,0,2.2.367265.0,2020-10-13 22:57:00
MUITO BOM,5,0,2.2.367265.0,2020-10-13 22:53:24
POR FAVOR COLOQUE O COMANDO DE CHAMA A ALEXA A QUALQUER HORA IGUAL A DO OK GOOGLE ISSO FACITARIA MUINTO A MINHA VIDA ,5,0,2.2.367265.0,2020-10-13 22:50:41
OTIMO,5,0,2.2.367265.0,2020-10-13 22:21:11
OTIMO,5,0,2.2.367265.0,2020-10-13 21:48:22
PERFEITO,5,0,2.2.367265.0,2020-10-13 20:55:48
"MARAVILHOSA, NAO TEM COMO NAO AMAR KKKKK",5,0,2.2.367265.0,2020-10-13 20:47:15
MUITO BOM,5,0,2.2.367265.0,2020-10-13 20:01:41
MUITO BOM ME AJUDA BASTANTE,5,0,2.2.367265.0,2020-10-13 19:37:49
BOM,5,0,2.2.367265.0,2020-10-13 19:13:42
EU ACHEI BEM LEGAL KSKSKS,5,0,2.2.367265.0,2020-10-13 18:05:16
"EXCELENTE, AMEI E INDICO",5,0,2.2.367265.0,2020-10-13 18:00:37
MUITO BOM,5,0,2.2.367265.0,2020-10-13 17:58:25
MUITO BOM,5,0,2.2.367265.0,2020-10-13 17:41:56
MUUUUUIIIIITOOOO BOOOOM,5,0,2.2.367265.0,2020-10-13 16:37:32
SEM PALAVRAS MUITO BOM  TOTALMENTE DE GRACA ADORROOOI,5,0,2.2.367265.0,2020-10-13 16:33:27
"MUITO BOM. APESAR DE ALGUMAS VEZES ELA ME DEIXAR NO VACUO, MAS NADA QUE IMPECA A EXPERIENCIA.",4,0,2.2.367265.0,2020-10-13 16:21:14
AMO,5,0,2.2.367265.0,2020-10-13 16:11:03
EXCELENTE,5,0,2.2.367265.0,2020-10-13 15:24:54
ALEXA PODERIA FUNCIONAR SEM ESTA CONECTADA NUMA TOMADA. DEVERIA SER MOVEL,5,0,2.2.367265.0,2020-10-13 14:57:31
PERFEITO...,4,0,2.2.367265.0,2020-10-13 13:46:45
E UM APP MUITO BOM RECOMENDO PARA TODOS,5,0,2.2.367265.0,2020-10-13 13:38:44
MUITO BOM,4,0,2.2.367265.0,2020-10-13 13:30:18
AMO Y AMO,5,0,2.2.367265.0,2020-10-13 13:27:28
EXCELENTE,5,0,2.2.367265.0,2020-10-13 12:56:26
PERFEITO NAO COMPARACAO,5,0,2.2.367265.0,2020-10-13 12:29:00
A ALEXA E BOA MAS NAO SEI A GOOGLE ASSISTENTE PARECE SER UNICA PRA MIM SABE,5,0,2.2.367265.0,2020-10-13 12:06:56
EXCELENTE.,5,0,2.2.367265.0,2020-10-13 10:46:40
MT BOM,5,0,2.2.367265.0,2020-10-13 09:46:30
"EXCELENTE APLICATIVO, BEM DESENVOLVIDO, COM INTERACOES BASTANTE RAPIDAS COM AS ECHOS DA AMAZON. MAIS UMA VEZ, EXCELENTE.",5,4,2.2.367265.0,2020-10-13 08:59:34
SE PUDESSE EU DARIA NOTA 1000 PRA ESSE APP E PRA ALEXA,5,0,2.2.367265.0,2020-10-13 08:56:42
"EXCELENTE!!! CONFIGURADO CORRETAMENTE E COM O AUXILIO DO ECHO DOT, O APP TORNA SE ALGO INDISPENSAVEL E ESSENCIAL PARA FACILITAR E DIVERTIR SUA ROTINA DIARIA",5,5,2.2.367265.0,2020-10-13 08:45:07
LEGAL.,4,0,2.2.367265.0,2020-10-13 07:30:30
"SIMPLESMENTE EXCELENTE, EXCEPCIONAL.",5,0,2.2.367265.0,2020-10-13 02:48:22
MUITO BOM . EXCELENTE,5,0,2.2.367265.0,2020-10-13 00:04:52
OTIMO APP. UM POUCO PESADO MAS CUMPRE COM TUDO QUE DIZ!,5,0,2.2.367265.0,2020-10-12 22:30:16
APAIXONADA PELA ALEXA,5,0,2.2.364279.0,2020-10-12 21:40:51
PARA MIN E UMA NOVA EXPERIENCIA,5,0,2.2.367265.0,2020-10-12 18:22:01
UTIL,5,0,2.2.367265.0,2020-10-12 18:18:35
MUITO BOM,5,0,2.2.367265.0,2020-10-12 17:32:55
EXCELENTE,5,0,2.2.367265.0,2020-10-12 16:43:04
APP PERFEITO,5,0,2.2.365751.0,2020-10-12 13:24:15
LEGAL E AFINS,5,0,2.2.367265.0,2020-10-12 12:45:34
SIMPLESMENTE AMEI.,5,0,2.2.367265.0,2020-10-12 12:37:11
APLICATIVO MUITO BOM,5,0,2.2.350157.0,2020-10-12 11:32:25
O APLICATIVO AMAZON ALEXA E OTIMO E NOTA 10. ESTOU GOSTANDO.,5,0,2.2.367265.0,2020-10-12 09:40:50
"EXCEPCIONAL, MARAVILHOSA EXPERIENCIA.",5,0,2.2.367265.0,2020-10-12 08:36:16
MUITO BOM!!!,5,0,2.2.365751.0,2020-10-11 23:40:49
MUITO BOM. TENHO USADO PARA AUTOMACAO DE MINHA CASA. MELHOR RESPOSTA QUE ENCONTREI ATE ENTAO.,5,1,2.2.367265.0,2020-10-11 22:01:07
SO FALTA A FUNCAO DE MAOS LIVRES FUNCIONA COM O APLICATIVO FECHADO IA SER MAIS UTIL !,5,1,2.2.367265.0,2020-10-11 21:52:29
FANTASTICO!,5,0,2.2.367265.0,2020-10-11 21:38:06
TOP,5,0,2.2.367265.0,2020-10-11 21:31:29
GOSTEI MUITO... SIMPLES E FACIL,5,0,2.2.367265.0,2020-10-11 21:02:00
OTIMO O MELHOR USO PARA LIGAR TUDO EM CASA,5,0,2.2.365751.0,2020-10-11 20:02:08
OTIMO,5,0,2.2.361946.0,2020-10-11 20:01:04
PERFEITO!!!!,5,0,2.2.367265.0,2020-10-11 19:44:06
SHOW,5,0,2.2.367265.0,2020-10-11 16:45:07
TOP,5,0,2.2.365751.0,2020-10-11 15:52:24
MUITO BOM,5,0,2.2.365751.0,2020-10-11 13:35:56
EXCELENTE.,4,0,2.2.367265.0,2020-10-11 12:16:04
ADOREI RECOMENDO!,5,0,2.2.367265.0,2020-10-11 12:09:33
MUITO BEM INTERESSANTE,5,0,2.2.365751.0,2020-10-11 11:22:59
INCRIVEL... A TECNOLOGIA AJUDA NO DIA A DIA.,5,0,2.2.367265.0,2020-10-11 11:16:49
SINTO FALTA SOMENTE DE PODER UTILIZAR O COMANDO DE VOZ PARA CHAMAR A ALEXA EM QUALQUER TELA!,4,0,2.2.367265.0,2020-10-11 10:43:58
AMEI EU E MINHA ALEXA,5,0,2.2.365751.0,2020-10-11 10:13:44
EXCEPCIONAL! OTIMA,5,0,2.2.367265.0,2020-10-11 10:09:00
"ALEXA E MUITO UTIL. APRENDENDO O BASICO, ELA JA FACILITA MUITO A VIDA..",5,0,2.2.365751.0,2020-10-11 07:28:51
"OTIMO PARA UTILIZACAO JUNTO AOS DISPOSITIVOS, INTEGRACAO PRATICA, E USUAL.",5,1,2.2.365751.0,2020-10-11 01:33:21
"AMEIII, MUITO BOM RECOMENDO",5,0,2.2.367265.0,2020-10-10 23:26:49
MUITO BOM,4,0,2.2.365751.0,2020-10-10 19:31:57
EXCELENTE.,5,0,2.2.367265.0,2020-10-10 17:50:11
EXCELENTE,5,0,2.2.359773.0,2020-10-10 16:38:07
"DEPOIS DE CORRIGIDO O PROBLEMA, TUDO RESOLVIDO!",5,1,2.2.365751.0,2020-10-10 15:53:51
"MUITO BOM, MAS PODE MELHORAR.",4,0,2.2.365751.0,2020-10-10 15:39:36
MUITO BOM,5,0,2.2.365751.0,2020-10-10 15:22:34
EXCELENTE,5,0,2.2.365751.0,2020-10-10 14:24:51
SE SUA VIDA TEM A ALEXA DO MEIO ESTE APP NAO VAI TE DECEPCIONAR,5,0,2.2.365751.0,2020-10-10 12:33:04
OTIMO,5,0,2.2.365751.0,2020-10-10 12:26:30
EXCELENTE!!,5,0,2.2.365751.0,2020-10-10 12:07:39
MUITO TOP!!!!,5,0,2.2.365751.0,2020-10-10 09:49:15
EXCELENTE,5,0,2.2.365751.0,2020-10-10 09:30:16
SENSACIONAL.,5,0,2.2.365751.0,2020-10-10 09:22:52
BOM,5,0,2.2.365751.0,2020-10-09 23:14:53
"E MUITO BOM,ELA FAZ TUDO QUE EU PESSO EU NAO TENHO A AMAZON ECHO MAIS ELA E MUITO BOA AMO AMANOZ ALEXA",5,0,2.2.365751.0,2020-10-09 22:43:46
"MUITO BOM, MAS PODERIA TER O HISTORICO DE AVISOS DADOS POR NOS",4,0,2.2.364279.0,2020-10-09 22:35:14
"ESSE APLICATIVO VALE MUITO A PENA, JA QUE A PENA E PAGAR 9 90 POR MES MAS ISSO NAO E CAROE A MELHOR ASSISTENTE VIRTUAL QUE EU JA INSTALEI NO MEU CELULAR TEM COMO ABRIR UM AMAZON MUSIC ABRIR APLICATIVOS VALE MUITO A PENA",5,4,2.2.365751.0,2020-10-09 21:39:39
AMANDOOO,5,0,2.2.361946.0,2020-10-09 21:36:47
EXCELENTE.,5,0,2.2.364279.0,2020-10-09 18:18:21
TOP GOSTEI ,5,0,2.2.365751.0,2020-10-09 18:13:36
"ATE AGORA TUDO CERTO, MUITO BOM, POREM.ALGUMAS COISAS O AI NAO COMPREENDE E DO NADA SE DESLIGA SEM DAR UM RETORNO.",4,0,2.2.365751.0,2020-10-09 16:40:24
"DEPOIS DA ATUALIZACAO FICOU MUITO MAIS AGRADAVEL VISUALMENTE, A NAVEGACAO FICOU MAIS CLARA E FACILITOU A GESTAO DOS DISPOSITIVOS, MAS AINDA E BASTANTE LENTO. ACREDITO QUE SEJA PELO FATO DELE TER QUE SE COMUNICAR COM CADA DISPOSITIVO EM PRATICAMENTE TODA TELA QUE SE NAVEGA.",4,4,2.2.364279.0,2020-10-09 16:36:43
SHOW DE BOLA! NOTA 1000,5,0,2.2.345151.0,2020-10-09 16:05:25
"ELE E LEGAL, UM POUCO BAGUNCADO AINDA, MAS FAZ BASTANTE COISAS BACANAS.",4,0,2.2.365751.0,2020-10-09 16:02:31
"TENHO UM ASUS 5 E UM PARTO SERIA MAIS FACIL DO QUE A INSTALACAO DO APP. TIVE QUE DESINSTALAR MAIS DE 5 VEZES ATE QUE (DO NADA) FUNCIONOU. HOJE NAO TENHO QUE RECLAMAR, ITEM E BEM LEGAL E COMO MOSTRA O MARKETING. GOSTANDO DA EXPERIENCIA.",4,1,2.2.361946.0,2020-10-09 14:21:43
MUITISSIMO BOM AMEI E MINHA ALEXA E ROSA BEM BONITA E O APLICATIVO DELA E MUITO LEGAL. ASSINADO KAILA,5,0,2.2.365751.0,2020-10-09 14:00:29
"MUITO BOM O APLICATIVO E DE EXTREMA UTILIDADE COMO ASSISTENTE PESSOAL. SUPER RECOMENDO. QNTO A NOTA, SO NAO E 5 EM RAZAO DE UM MONTE DE FUNCOES QUE NAO ESTAO LIBERADAS NO BRASIL!",4,4,2.2.365751.0,2020-10-09 12:39:10
"BOM , FACIL DE ACESSAR",4,0,2.2.365751.0,2020-10-09 12:38:05
"CARAMBA, MASSA!",5,0,2.2.364279.0,2020-10-09 12:01:58
BOM,5,0,2.2.361946.0,2020-10-09 10:48:25
"ESTOU CURTINDO MUITO, QUALIDADE E FUNCIONALIDADE NOTA 1000",5,0,2.2.365751.0,2020-10-09 08:46:28
"ESTOU GOSTANDO DO MEU ECHO DOT, JA PENSO EM INCLUIR OUTROS DISPOSITIVOS PARA SINCRONIZAR E AUTOMATIZAR ALGUMAS TAREFAS POR COMANDOS.",5,2,2.2.365751.0,2020-10-09 08:18:23
"PRECISA MELHORAR A QUESTAO DO ALARME, PARA PODERMOS ESCOLHER OS DIAS DA SEMANA QUE QUEREMOS QUE ELE TOQUE. HOJE SO PODE TODOS OS DIAS, OU DIAS ALTERNADOS (PADRAO).",5,2,2.2.365751.0,2020-10-09 07:44:34
"ELE E UM APLICATIVO OTIMO! ALEM DE SER MUITO UTIL,ELE AINDA NOS AJUDA EM ALGUMAS COISAS!",5,0,2.2.361946.0,2020-10-09 06:36:32
MUITO BOM,5,0,2.2.364279.0,2020-10-09 04:39:30
OTIMOOOO,5,0,2.2.364279.0,2020-10-09 01:05:53
EXCELENTE APP,5,0,2.2.364279.0,2020-10-08 23:47:31
EXCELENTE APP,5,0,2.2.365751.0,2020-10-08 23:36:29
SENSACIONAL,5,0,2.2.365751.0,2020-10-08 23:08:39
"EU ESTOU AMANDO O APP, MUITO COMPLETO E TEM MUITA INFORMACAO! O ECHO DOT E MARAVILHOSO!",5,0,2.2.364279.0,2020-10-08 21:01:54
"MUITO EFICIENTE, FAZ EXATAMENTE O VC PEDE.",5,0,2.2.364279.0,2020-10-08 20:28:34
OTIMO,5,0,2.2.364279.0,2020-10-08 20:13:40
OK,5,0,2.2.364279.0,2020-10-08 19:29:55
CADA DIA DESCOBRINDO MAIS COISAS.. ME SURPREENDO COM CADA DESCOBERTA .,5,0,2.2.361946.0,2020-10-08 19:17:23
MUITO BOM,5,0,2.2.365751.0,2020-10-08 19:11:01
MUITO BOM!!!,5,0,2.2.364279.0,2020-10-08 18:57:39
,5,0,2.2.365751.0,2020-10-08 17:40:44
MUITO LEGAL PERFEITO ,5,0,2.2.364279.0,2020-10-08 17:37:44
MUITO PRATICO E FACIL DE USAR,5,0,2.2.364279.0,2020-10-08 16:57:23
AWESOME,5,0,2.2.364279.0,2020-10-08 16:28:22
EXCELENTE APLICATIVO,5,0,2.2.365751.0,2020-10-08 16:24:09
