CONTENT,SCORE,THUMBSUPCOUNT,REVIEWCREATEDVERSION,AT
APLICACAO PESSIMA CHEIA DE BUGS! E DIFICIL ATIVAR OS SKILLS... APRENDAM COM A GOOGLE!,1,0,2.2.319280.0,2020-02-26 12:14:01
NAO ABRE GOOGLE MAPS.,2,0,2.2.319280.0,2020-02-24 16:45:09
"BOM DIA, RECEBI HOJE ESTOU TENTANDO INSTALAR E NAO CONSIGO ENTRAR NO APP, MENSAGENS QUE "" A CONEXAO ATINGIU TEMPO LIMITE "" NOVAMENTE . QUE RAIVA ATUALIZEM ESTE APPP COM URGENCIA!!!!!!!! ESPERANDO RESOLVER ESSE PROBLEMA!!!!!!!! AINDA SEM USO COM O PRODUTO. PQP! JA PASSOU 24 HORAS E NADA. ATE DATA DE HOJE NAO ATUALIZARAM E NEM MELHORARAM O APLICATIVO. 10/12/2019.",1,18,2.2.319280.0,2020-02-24 13:39:16
NAO FUNCIONA COM NADA NO BRASIL. DECEPCIONADO,1,0,2.2.319280.0,2020-02-24 11:06:31
"NO POUCO QUE TESTEI( NO APP SOMENTE)NAO FOI BOM. VOZ ROBOTIZADA, E BASICAMENTE TEM QUE FICAR APERTANDO O BOTAO PARA FALAR COM A ALEXA. TALVES TENHA ALGO MAS O POUCO QUE USEI JA ME REPUDIEI O APP. POSSIVELMENTE DEVE FUNCIONAR MELHOR COM O APARELHO EXTERNO. OBS: OK GOOGLE! E BEM MELHOR",2,3,2.2.319280.0,2020-02-23 20:21:42
CONFUSO,1,0,2.2.319280.0,2020-02-22 18:52:28
MUITO LENTO O FUNCIONAMENTO DA ULTIMA VERSAO. TRAVANDO MUITO,2,0,2.2.319280.0,2020-02-21 22:16:12
NAO SEI CONFIGURAR PRA OUVIR A VOZ DA ALEXIA A30,1,0,2.2.319280.0,2020-02-21 14:00:10
NAO CONSIGO CADASTRAR CONTATOS NO BATE PAPO... ABRE UM POPUP SOBRE O DROP IN E O APP TRAVA...,2,0,2.2.319280.0,2020-02-21 11:57:43
"NAO ESTA FUNCIONANDO, NAO ABRE AS CONFIGURACOES, NAO ESTA FAZENDO NADA",1,0,2.2.319280.0,2020-02-21 06:04:37
"APP, MUITO LENTO...PODERIAM MELHORAR ISSO.",2,0,2.2.319280.0,2020-02-21 00:05:33
APP NAO ATENDE,1,0,2.2.316373.0,2020-02-20 19:37:24
AINDA NAO ENTENDE E NEM FALA PORTUGUES,1,0,2.2.319280.0,2020-02-20 19:11:15
SIMPLESMENTE PAROU DE FUNCIONAR NO 2- DIA..REINSTALEI E SO PIOROU POIS NAO ABRE MAIS SO FICA CARREGANDO . OBS: O APP DA AMAZON PRIME TAMBEM PAROU DE FUNCIONAR NAS MINHAS 2 TVS.,1,0,2.2.316373.0,2020-02-20 09:54:48
"ADQUIRI A ALEXA, E NAO CONSEGUI CONFIGURAR, JA FAZ 2 HORAS. O APLICATIVO ANTES ABRIA, MAS NAO ABRIA A PARTE DE SELECIONAR O MODELO DA ALEXA. DESINSTALEI E INSTALEI DE NOVO. AGORA NEM A PARTE DO LOGIN FUNCIONA. ESTOU MUITO DECEPCIONADA PORQUE ESTAVABEM EMPOGADA E ANSIOSA PARA COMECAR UTILIZA-LA. OBS: NAO E A INTERNET PORQUE TODOS OS OUTROS APLICATIVOS ESTAO FUNCIONANDO NORMALMENTE.",1,2,2.2.316373.0,2020-02-19 23:53:55
"BEM FRACA ALEXA PODERIA SER MAIS INTERESSANTE E UTIL, MAS A SUA MAIOR UTILIDADE E LEMBRAR DE FAZER COISAS, POMODORO TIMER E ESCOLHER ALBUNS PARA TOCAR (E ELA ERRA NA MAIOR PARTE DAS VEZES. SO INVISTA SE VC TIVER SMART PLUGS INTELIGENTES PRA CONTROLAR AS LUZES DO SEU AMBIENTE. O MAIS TRISTE E QUE ELA PRECISA ESTAR CONECTADA A TOMADA O TEMPO INTEIRO. GOSTARIA DE LEVA-LA PELA CASA COM MAIS FACILIDADE..",1,13,2.2.316373.0,2020-02-19 13:53:53
"BAIXEI O APP MAS NAO CONSIGO USAR, QUANDO TENTO FAZER O LOGIN RETORNA UMA MENSAGEM DIZENDO QUE MINHA SESSAO EXPIROU E DIZ PRA TENTAR NOVAMENTE.",1,1,2.2.316373.0,2020-02-19 08:33:32
"APP HORRIVEL! ESTAVA TODO EMPOLGADO PARA COMECAR UM PROJETO PARA MINHA CASA COM A ALEXA COMO A ASSISTENTE POREM O APP NEM ABRE! FICA SO APARECENDO ""A SUA SESSAO EXPIROU, NAO SAI DA TELA AZUL INICIAL. COISAS ASSIM NOS DESANIMAM, POIS COMO TORNAR UMA CASA INTELIGENTE SE NEM O APP FUNCIONA? DECEPCIONADO!!",1,3,2.2.316373.0,2020-02-19 02:24:13
"TV LG WEBOS O APP ALEXA SO FALA EM INGLES E VEIO INSTALADO DE FABRICA, DEPOIS QUE ATUALIZOU SO FALA EM INGLES... TODA MINHA CONFIGURACAO NA AMAZON E PT-BR",1,0,2.2.307833.0,2020-02-18 20:49:12
INFELIZMENTE EU NAO CONSIGO ABRI O APP DEPOIS QUE FACO O LOGIN,1,0,2.2.316373.0,2020-02-18 16:33:29
MUITO RUIM NAO DA PARA SE COMUNICAR COM ELE E CHEIO DE BROQUIACIA E MUITO RUIM,1,0,2.2.316373.0,2020-02-18 16:24:23
PROGRAMA CHEIO DE BUGS. A AMAZON PRECISA CONTRATAR PROGRAMADORES PROFISSIONAIS.,1,0,2.2.316373.0,2020-02-18 12:45:27
"O CODIGO DE VERIFICACAO NAO CHEGA, E EU COLOQUEI O EMAIL CERTO",1,0,2.2.316373.0,2020-02-17 20:59:20
"APLICATIVO VIVE TRAVANDO. LENTO, TUDO DEMORA A SER FEITO. SEM DUVIDA, USO MUITO MENOS A ALEXA DO QUE PODERIA EM FUNCAO DO APP.",1,0,2.2.316373.0,2020-02-16 11:05:24
"ESTA COM ALGUM BUG NA NOVA ATUALIZACAO, NAO ESTA TOCANDO O SPOTIFY, SO TOCA PELO BLUETOOTH.",1,1,2.2.316373.0,2020-02-16 10:31:42
ME PARECE QUE O APP ESTA EM FASE BEM INICIAL A INTERFACE NAO E INTUITIVA E BEM RUIM DE MEXER PARECE QUE ESTOU CONFIGURANDO UM PC VIA DOS E A INTELIGENCIA DA ALEXA DEIXA MUITO MAS MUITO MESMO A DESEJAR.,2,1,2.2.316373.0,2020-02-16 10:09:16
LIXO,2,0,2.2.316373.0,2020-02-16 09:59:56
FICA MUDA E NAO RESPONDE NADA...,1,0,2.2.316373.0,2020-02-15 23:31:05
"A IDEIA E LEGAL. MAS TEM QUE MELHORAR MUITO AINDA. A ALEXA NAO ENTENDE MUITAS COISAS AINDA, E AS VEZES NAO CONSIGO PROGRAMAR NOVAS ROTINAS, TENHO QUE FICAR REINSTALANDO O APP PRA VOLTAR A FUNCIONAR. O MODO DE ""NAO PERTURBE"" DESREGULA O HORARIO EM UMA HORA E MESMO CONFIGURADO COM AS UNIDADES USADAS NO BRASIL, A TEMPERATURA TA EM FAHRENHEIT E NAO CONSIGO MUDAR.",2,3,2.2.316373.0,2020-02-15 22:40:48
NO MEU CELULAR J2 SAMSUNG PRIME ESTA TRAVANDO PORQUE SERA ISSO? EU FIZ TUDO E APP NAO VOLTA NORMAL,1,0,2.2.316373.0,2020-02-15 19:18:24
"APP NAO FUNCIONA CORRETAMENTE. FIZ VARIAS CENAS, FUNCIONARAM DURANTE 2 SEMANAS, E DO NADA PAROU DE FUNCIONAR. ESTA ME PASSANDO POUCA CONFIABILIDADE NO APP. O APP E MUITO LENTO PARA NAVEGAR ENTRE AS OPCOES ATE DAR O COMANDO, ISSO E MUUTO RUIM.",2,15,2.2.316373.0,2020-02-15 01:11:50
NAO CONSIGO MUDAR PARA PORTUGUES,1,1,2.2.314343.0,2020-02-14 16:58:14
EKE NAO E FLUIDO EM ANDROID. A AMAZON SABE DISSO OQ ASSUME QUANDO SE LIGA LA PRA RECLAMAR,1,0,2.2.314343.0,2020-02-13 07:04:58
"MANO A ALEXA TA BUGADA NA OPCAO DE GRAVAR A MINHA VOZ ELA NA GRAVA NAO RESPONDE EU FIQUEI UNS 30 MINUTOS TENTANDO DE TODO JEITO MAIS NAO FUNCIONA EU PROCUREI TUTORIAL MAIS NAO RESOLVEU MEU PROBLEMA, POR FAVOR AMAZON ME MANDA UM E-MAIL ME EXPLICANDO COM RESOLVER ISSO.",1,2,2.2.316373.0,2020-02-12 15:02:28
MUUUITO LENTO NO MOTO G4... QUALQUER ACAO DEMORA MAIS DE 10 SEGUNDOS. :(,1,0,2.2.316373.0,2020-02-11 20:50:06
APP NAO ABRE APOS SIDO BAIXADA,1,0,2.2.314343.0,2020-02-10 22:25:23
"ASSISTENTE PESSOAL UM POUCO BURRO NO RECONHECIMENTO DO QUE E SOLICITADO ESPECIALMENTE NO AMAZON MUSIC, POR EXEMPLO SE EU PECO DETERMINADO ARTISTA DO ROCK, ELA FALA QUE VAI TOCAR UM COM NOME NADA HAVER E DO FUNK. SE PEDE PARA TOCAR UMA MUSICA QUALQUER, SO TOCA HIP HOP, SERTANEJO E FUNK, O QUE E MODINHA NAO O QUE VOCE OUVE NO DIA A DIA SE FUGIR DO PADRAO. NAO RECONHECE O CHROMECAST, SPOTIFY, DEEZER, NAO INTERPRETA IDIOMA, NAO TIRA DUVIDAS. O PONTO POSITIVO E VELOCIDADE DE RESPOSTAS EM AUTOMACAO",2,0,2.2.314343.0,2020-02-08 21:28:56
"EU TINHA BAIXADO O APP NOS ESTADOS UNIDOS E FUNCIONOU PERFEITAMENTE. HOJE FUI USAR E COMECOU APARECER SUA SESSAO EXPIROU. FECHEI, ABRI, REINICIEI MEU CELULAR, DESINSTALEI, INSTALEI NOVAMENTE, ABRI OUTRA CONTA E NADA ADIANTOU. O APP N SAI DA TELA AZUL E SO APARECE SUA SESSAO EXPIROU. ESTOU DECEPCIONADA!",1,1,2.2.314343.0,2020-02-08 18:22:08
O APLICATIVO NAO ENTRA MESMO TENDO UM CELULAR ESMARTPHONE,1,0,2.2.314343.0,2020-02-07 22:40:55
DECEPCAO SE VC NAO TIVER APARELHOS ESPECIFICOS E COMPATIVEIS COM AS MARCAS DA AMAZON PODE ESQUECER. NAO FUNCIONA NADA. SERVE P CONTAR PIADAS SEM GRACA SABER O CLIMA E MAS NADA NAO LOCALIZA APARELHOS SAMSUNG SMARTTV NEM PENSAR PAGUEI CARO POR UM RADIO Q FUNCIONA POR COMANDO DE VOZ RUIM MUITO RUIM PESSIMA EXPERIENCIA,1,2,2.2.314343.0,2020-02-07 16:35:30
POR ENQUANTO VAI SER 1 ESTRELA PQ O MEU ECHO DOT WITH CLOCK NAO TEM IDIOMA EM PORTUGUES. QUANDO TIVER EU COLOCO 5 ESTRELAS.,1,0,2.2.314343.0,2020-02-06 20:59:27
"EXATAMENTE LENTO, DEMORA A RESPONDER. A INTERFACE (UX) NAO E NADA INTUITIVA, POUCO AGRADAVEL VISUALMENTE E COMPLEXO DE NAVEGAR. MAS O PIOR E SER MUITO LENTO E PESADO.",2,0,2.2.314343.0,2020-02-06 14:57:19
MUITAS FALHAS NO APLICATIVO. ME DECEPCIONEI.,2,0,2.2.314343.0,2020-02-04 12:36:37
LENTO DEMAIS,2,0,2.2.314343.0,2020-02-02 22:54:38
NAO CONTA MAIS... VIROU PESO DE PAPEL,1,0,2.2.314343.0,2020-02-02 12:39:35
"LENTO, FALHA DEMAIS.",1,0,2.2.314343.0,2020-02-02 11:47:59
SEM OPCAO DE IDIOMA PARA QUEM NAO ESTA NO PAIS FALANTE DA LINGUA... SISTEMA RESTRITO E BURRO....,1,0,2.2.314343.0,2020-02-01 20:32:34
MEU APLICATIVONESTA DANDO LEQUE.. JA ESTAREI VARIAS VEZES MAIS NAO CONSIGO RESOLVER,1,0,2.2.314343.0,2020-02-01 20:05:09
"COMPREI A ALEXA HA 2 ANOS NOS USA ,GOSTARIA DE MUDAR O IDIOMA PARA PORTUGUES. E POSSIVEL?",1,0,2.2.314343.0,2020-01-31 15:20:07
TENHO A ALEXA ANTES DE CHEGAR NO BRASIL E O APP BASICO FUNCIONAVA MAL MAS FUNCIONAVA. AGORA O FINAL NEM ABRE DIREITO. SEMPRE TRAVA. PIOR APP DO MUNDO.,1,1,2.2.314100.0,2020-01-28 19:19:35
QUASE NADA FUNCIONA. NAO CONSEGUI ADICIONAR NENHUMA TV.,1,0,2.2.314100.0,2020-01-28 13:09:36
"O DISPOSITIVO E INCRIVEL, MAS A VERSAO DESSE APP SO COM MUITA ORACAO PRA FUNCIONAR. RESUMINDO O APP SO TRAVA, CONGELA E NUNCA SALVA AS OPCOES.",1,0,2.2.313664.0,2020-01-27 11:20:36
NAO ME RESPONDE NADA,1,0,2.2.313664.0,2020-01-26 20:46:43
A PROPOSTA DO APP E MUITO BOA. POREM ELE SO RECONHECI OS COMANDOS DE VOZ CASO TENHA UMA DAS CAIXINHAS DA AMAZON POR PERTO. ESSE ASSISTENTE SERIA UM EXCELENTE SUBSTITUTO PARA O DO GOOGLE SE RECONHECESSE O COMANDO DE VOZ APENAS COM O CELULAR,2,1,2.2.313664.0,2020-01-26 13:10:57
"NAO CONSIGO CRIAR A CONTA. DEPOIS QUE TENTO CRIAR, MANDA UM CODIGO PRO MEU EMAIL. EU VOU NO EMAIL, COPIO O CODIGO DE VERIFICACAO , VOLTO PRO APP, ELE ABRE NA PAGINA INICIAL, TENHO Q PEDIR OUTRO CODIGO, E FICA SEMPRE ASSIM. NO CICLO. NAO FICA NA PAGINA PRA COLOCAR O CODIGO DE VERIFICACAO.",1,0,2.2.313664.0,2020-01-26 10:49:13
PESSIMO DESEMPENHO. O APLICATIVO SEMPRE TRAVA E NAO EXECUTA AS TAREFAS NO MEU MOTO G4 PLUS.,2,1,2.2.305814.0,2020-01-26 03:12:42
"NAO ESTA CONFIGURADO PARA QUASE TUDO NO BRASIL. SO HOROSCOPO, CLIMA",2,0,2.2.312523.0,2020-01-25 19:53:53
"DECEPCIONANTE. TENHO UMA EXPERIENCIA HORRIVEL COM O APP. ELE DEMORA VARIOS MINUTOS PARA RESPONDER AO TOQUE NA TELA, CONSOME BASTANTE BATERIA E DIFICILMENTE CONCLUI O QUE SOLICITO EM TEMPO ACEITAVEL. TENHONOUTROS PRODUTOS DA AMAZON QUE FUNCIONAM MARAVILHOSAMENTE BEM COMO FIRE TV STICK E ECHO DOT, MAS ESSE APP DA ALEXA DESGASTA A PACIENCIA HUMANA.",1,4,2.2.313664.0,2020-01-25 12:49:16
"SUPORTE AMAZON NAO RESPONDE, DESCASO COM OS MILHARES DE USUARIOS BRASILEIROS. O APP OFERECIDO AOS BRASILEIROS VEM COM MUITAS OPCOES BLOQUEADAS (NO ECHO SHOW), COMO O ACESSO AO AMAZON PHOTOS,, ACESSO AS LIGACOES VIA SKYPE, POUQUISSIMAS OPCOES NA CRIACAO DE ROTINAS, TODAS ESSAS OPCOES FUNCIONAM SE COLOCAR O SISTEMA DEFINIDO COM ORIGEM EM INGLES , PORQUE NAO LIBERAM PARA USARMOS? E TEM UNS ERROS BIZARROS, DO TIPO AS VEZES VOCE FALA TV E ELA ENTENDE BANHEIRO. MUITO DESAPONTADO COM A AMAZON.",1,8,2.2.313664.0,2020-01-25 08:14:37
FUNCIONAVA MUITO BEM ENQUANTO EU ESTAVA NOS EUA. CHEGUEI NO BRASIL E COMECOU A SAGA. COMO AQUI TUDO E DIFICIL MEU PAI!!!! NAO CONSIGO SINCRONIZAR MINHA CONTA E NEM FAZER A ASSINATURA. SAO PASSOS CONFUSOS E NAO LEVAM A CONCLUSAO. DECEPCAO,1,2,2.2.313664.0,2020-01-24 17:34:03
NAO CONSIGO ACESSAR DA A MENSAGEM SUA SESSAO EXPIROU ENTRE NOVAMENTE ISSO FICA CONTINUAMENTE.,1,0,2.2.313664.0,2020-01-24 16:50:36
E HORRIVEL ESTOU BOTANDO A SENHA NO LOGIN E NAO ENTRA TENTEM COMSERTAR ISSO,1,0,2.2.313664.0,2020-01-24 11:23:31
ACREDITO QUE PODE MELHORAR...NA MINHA OPINIAO E POUCO INTUITIVO!,2,0,2.2.313664.0,2020-01-24 02:37:12
ELA NAO RESPONDE.,1,0,2.2.313664.0,2020-01-23 15:32:24
"PESSIMO DESEMPENHO NO ANDROID, FUNCIONA MUITO MAL E TRAVA PARA INICIALIZAR NO MOTO G7 POWER.POR FAVOR CORRIJAM ISTO!!!",2,0,2.2.313664.0,2020-01-23 01:25:29
AINDA PRECISA EVOLUIR BASTANTE. A VERSAO EM INGLES E MUITO MELHOR.,2,0,2.2.312523.0,2020-01-21 19:49:59
BOM...EU ESTAVA NOS EUA POR 6 MESES...APP PERFEITO...CHEGUEI NO BRASIL NAO FUNCIONA...TEM QUE FICAR TENTANDO E E O MESMO CELULAR...,1,0,2.2.312523.0,2020-01-20 19:53:34
"CADE YOUTUBE, NETFLIX, INTERACAO COM AGENDA TELEFONE? ADORO A AMAZON, NO ENTANTO TEM MUITO A MELHORAR",1,0,2.2.312523.0,2020-01-19 11:22:38
"APP SO CARREGA, DEPOIS TRAVA NA TELA AZUL.TENHO FIRE STICK COM ALEXA,ECHO 1, KINDLE FIRE HD8, SIMPLESMENTE A AMAZON, IMPOE BARREIRAS GEOGRAFICAS, PARA O FUNCIONAMENTO DESSES DISPOSITIVOS. SE A ALEXA JA ESTA EM PORTUGUES,POR QUE NAO LIBERAM PARA TODOS QUE POSSUEM ESSES DISPOSITIVOS? NESSA NOVA ATUALIZACAO,O APP NAO ESTA SALVANDO AS CONFIGURACOES DO EQUALIZADOR. BASTA FECHAR E ABRIR,QUE AS CONFIGURACOES ESTAO TODAS ZERADAS.",1,9,2.2.312523.0,2020-01-19 10:58:26
"SUBSTITUIR GOOGLE ASSISTENTE PELO ALEXA? INFELIZMENTE NAO DEU CERTO NO MEU DISPOSITIVO, NAO CONSIGO ACIONA-LA SO EM CHAMAR ALEXA. GOOGLE AINDA VENCE NOS SMARTPHONES COMO APP ASSISTIVO. E AINDA TEM ALGUNS BUGS, ATRASOS BEM LONGOS, DEIXAR DE COLOCAR RESPOSTA OU NAO CAPTURA DA VOZ. MAS AINDA BEM QUE E OTIMIZADA NAS CAIXAS ECHO, LA ELES FAZEM O PAPEL MUITO BEM.",2,5,2.2.312523.0,2020-01-18 01:13:27
"TENHO 89 ANOS, COMPREI PARA AJUDAR NAS TAREFAS E AUXILIO POREM ACHO DIFICIL A CONFIGURACAO, CONTINUO NA DEPENDENCIA DOS FILHOS E NETOS.",2,1,2.2.312523.0,2020-01-17 22:46:19
"UITO LENTO,MESMO NO NOTE10 PLUS,PESSIMO PARA ESCOLHER MUSICAS,NAO CONSIGO TRANSMITIR PRO CHROMECAST",1,0,2.2.307833.0,2020-01-17 11:33:14
FALTA O PORTUGUES DE PORTUGAL MAS DE RESTO TA BOM,2,0,2.2.307833.0,2020-01-16 23:24:57
"O APP NAO FUNCIONA NO MEU SAMSUNG GALAXY A9. APRESENTA ERRO DIZENDO ""A CONEXAO ATINGIU O TEMPO LIMITE. TENTE NOVAMENTE."" JA EXECUTEI OS MAIS VARIADOS PROCEDIMENTOS, LIMPEI O TELEFONE, EXCLUI COOKIES E CACHE, E NADA. JA DESINSTALEI MAIS DE 15 VEZES E SEMPRE DA O MESMO ERRO. ESTOU AGUARDANDO RESPOSTA DA AMAZON COM UMA SOLUCAO. ELES AINDA NAO DESCOBRIRAM O QUE PODE SER.",1,2,2.2.307833.0,2020-01-16 18:09:44
"NAO FUNCIONA. APARECE SEMPRE UMA MENSAGEM QUE ""A CONEXAO ATINGIU O TEMPO LIMITE"". JA REINSTALEI VARIAS VEZES E CONTINUA NAO FUNCIONANDO.",1,1,2.2.307833.0,2020-01-15 03:05:24
"SEM PORTUGUES, RUIM.",1,0,2.2.307833.0,2020-01-14 20:37:39
A ALEXA E OTIMA. MAS ESTE APP E LENTO DEMAIS.,1,0,2.2.307833.0,2020-01-14 20:02:08
"O APLICATIVO SE FECHA SEMPRE APOS ALGUNS SEGUNDOS, NAO CONSIGO SEQUER CONFIGURAR O ECHO DOT, E OLHA QUE JA TENTEI EM TRES SMARTPHONES DIFERENTES.",1,0,2.2.307833.0,2020-01-14 20:00:20
"TENHO UM MOTOROLA ANDROID ONE E, QUANDO TENTO CRIAR MEU PERFIL DE VOZ, O APP ALEXA DIZ QUE "" O DISPOSITIVO QUE VOCE ESTA USANDO NAO ESTA OTIMIZADO PARA CAPTURA DE VOZ"". JA DESATIVEI O ASSISTENTE QUE VEIO NO CELULAR E O PROBLEMA PERSISTE. COMO EU PODERIA RESOLVE-LO, POR FAVOR? OBRIGADA",1,0,2.2.307833.0,2020-01-14 14:30:56
MUITO PESADO 81.MB,1,0,2.2.280247.0,2020-01-13 14:09:55
"TRAVA MUITO. E MUITO LENTO. FALTA SKILLS INTERESSANTES. POIS ADQUIRIR O ALEXA PARA SER SO UM ASSISTENTE, MEU ANDROID JA TINHA A ANOS!",2,0,2.2.307833.0,2020-01-13 08:01:24
"O COMANDO DE VOZ PARA ECHO DOT VIA TELEFONE NAO ESTA FUNCIONANDO MAIS. ARRUMEM ISTO! O APLICATIVO JA ERA UMA LERDEZA SO MAS PELO MENOS FUNCIONAVA, AGORA NAO FUNCIONA MAIS!",1,2,2.2.307833.0,2020-01-12 19:25:24
RUIM,1,0,2.2.307833.0,2020-01-09 21:27:14
"EXPERIENCIA PESSIMA, MUITO COMPLICADO DE USAR, COMPLICADISSIMO",1,0,2.2.307833.0,2020-01-09 21:02:55
NAO FUNCIONA COM O ANDROID ONE. NAO FUNCIONA NO XIAOMI A3.,1,0,2.2.307833.0,2020-01-09 20:22:57
"NAO EXISTE APLICATIVO PIOR DO QUE ESSE. LENTO, TRAVANDO SEMPRE, COMPLICADO DE ACHAR OPCOES MAIS SIMPLES E PREFERIVEL DEIXAR TUDO DESCONFIGURADO DO QUE USAR.",1,2,2.2.307833.0,2020-01-09 18:40:50
ELE NAO FUNCIONA BEM,1,0,2.2.307833.0,2020-01-08 19:31:12
"ESTOU COM PROBLEMAS PARA ACESSAR O APP, ELE FICA DANDO ERRO E FECHANDO SOZINHO O APLICATIVO..",1,1,2.2.307833.0,2020-01-08 12:57:57
"APLICATIVO NAO FUNCIONA, APARECE CONEXAO COM TEMPO LIMITE!",1,2,2.2.307833.0,2020-01-06 21:50:33
DA ERRO PRA ADICIONAR O CELULAR E IMPORTAR OS CONTATOS. O APP NAO E INTUITIVO. DIFICIL DE LOCALIZAR A MUSICA DESEJADA PELO DEEZER.,2,0,2.2.307833.0,2020-01-06 11:18:27
"EM GERAL O APP ERA PARA SER MUITO BOM, (SE FUNCIONASSE COMO DIZ) POREM MUITO PESADO E AINDA COM VARIOS BUGS. NO MEU XAIOMI A2 LITE, QUANDO EU FALO ""ALEXA"" ELA NAO RESPONDE, APENAS QUANDO EU APERTO O BOTAO PRINCIPAL. QUERO MUITO USA ELA COMO MEU ASSISTENTE MAS COM TODOS ESSE BUGS FICA IMPOSSIVEL!",1,2,2.2.307833.0,2020-01-04 10:30:11
COMPLEXO DE MEXER E CHEIO DE BUGS,1,0,2.2.307833.0,2020-01-03 19:48:59
"LENTO NO MEU SMARTPHONE, MESMO APOS A REINSTALACAO.",2,0,2.2.307833.0,2020-01-02 23:07:09
O APLICATIVO ALEXA NAO DA ACESSO AO YOUTUBE MUSIC.,2,1,2.2.307833.0,2020-01-02 09:23:20
APLICATIVO CHEIO DE BUGS...,2,1,2.2.307833.0,2020-01-01 10:53:38
"MUITO DIFICIL CONFIGURACOES.. NAO CHAMA, GOOGLE ASSISTENTE MAIS FACIL E DA PARA CHAMA COM A TELA BLOQUEADA",1,0,2.2.307833.0,2019-12-31 16:06:27
O APLICATIVO E MUITO LERDO E A ALEXA CUSTA A ENTENDER O QUE ESTAMOS DIZENDO. TO TRISTE,1,0,2.2.307833.0,2019-12-31 02:17:42
NAO APARECE OPCAO PORTUGUES NA MINHA,1,0,2.2.307833.0,2019-12-30 18:20:18
NAO CONSEGUE SE COMUNICAR COM O FIRE STICK,2,0,2.2.307833.0,2019-12-30 16:26:41
APLICATIVO MUITO BUGADO. ECHO DOT PISCANDO AMARELO FALA PARA APAGAR MENSAGEM NO APLICATIVO E NAO TEM NADA LA...PQP TOCA RESETAR,1,0,2.2.307833.0,2019-12-29 22:54:49
"NAO CONSEGUI CONECTAR MEU ECHO NO WI-FI! JA REDEFINIR, FALEI COM SUPORTE DA AMAZON, TENTEI PELO COMPUTADOR, RESETEI MEU MODEM E MESMO ASSIM NAO CONECTA",1,0,2.2.307833.0,2019-12-29 19:50:37
MUITO LENTO E DIFICIL CONFIGURACAO,2,0,2.2.307833.0,2019-12-29 00:24:18
PESSIMO NUNCA PENSEI QUE FOSSE TAO MAU,1,0,2.2.307833.0,2019-12-27 16:41:50
"ALGUMAS NOTIFICACOES NAO SOMEM, COMO SE TIVESSE UM AUDIO EM PAUSA MAS NAO TEM COMO PARAR, SOMENTE REINSTALANDO (ORIENTADO PELO SUPORTE OFICIAL). NAO LE E-MAILS NO BRASIL, APENAS O CALENDARIO DAS CONTAS, FUNDAMENTAL NO CASO DE TER O ECHO. O SKYPE TB NAO TEM SUPORTE NO BRASIL, ENTAO SO LIGA DE ALEXA PARA ALEXA.",2,1,2.2.307833.0,2019-12-27 02:04:55
EXTREMAMENTE LENTO.,1,0,2.2.307833.0,2019-12-26 21:13:39
"ALGUEM PODE ME AJUDAR, ESTOU COM DIFICULDADE COM A ASSINATURA AMAZON UNLIMITED, NAO CONSIGO MAIS OU VIR MUSICA.",2,0,2.2.307833.0,2019-12-26 20:00:54
NAO CONSIGO INSERIR MEU E-MAIL,1,0,2.2.307833.0,2019-12-26 18:47:59
"MUITO LENTO, NAO RODA BEM NO MEU GALAXY S7 EDGE",1,0,2.2.307833.0,2019-12-26 12:56:33
UM LIXO. TRAVA A CADA 5 SEGUNDOS. E DE SE ESPANTAR QUE QUALQUER EMPRESA DISPONIBILIZE TAL APLICATIVO. MUITO DESCONTENTE.,1,0,2.2.307833.0,2019-12-25 19:59:53
TRAVA DEMAIS,1,0,2.2.307833.0,2019-12-25 14:34:10
APP MTO LENTO VC CLICA NOS ITENS DEMORA UMA ETERNIDADE PARA QUE VC CONSIGA QUE ELE EXECUTE. UMA PENA POIS O APARELHO E SENSACIONAL,1,0,2.2.307833.0,2019-12-24 21:30:07
NAO CONSIGO NEM ABRIR. ELE DIZ QUE O TEMPO DE CONEXAO ESGOTOU...,1,0,2.2.307833.0,2019-12-24 11:45:26
"O APP PRECISA MELHORAR MUITO. O PROBLEMA NEM SAO AS SKILLS, MAS SIM SUA INTERFACE CONFUSA, MUITA LENTIDAO NO SISTEMA E CONFIGURACOES NAO REGIONALIZADA, COMO A TEMPERATURA, QUE MESMO MEXENDO NAS CONFIGURACOES, TEIMA EM APARECER EM Fo AO INVES DE Co.",2,5,2.2.307833.0,2019-12-23 21:12:07
TRAVA MUITO,1,0,2.2.307833.0,2019-12-22 18:19:32
"SO FALTOU SEPARAR AS CONTAS, IGUAL O GOOGLE HOME. NA ALEXA NAO CONSEGUE SEPARAR SO UNI AS CONTAS...POR EXEMPLO SE FOR PARA PEDIR UBER, VERIFICAR AGENDA, OUVIR SPOTIFY ENTRE OUTRAS COISAS SO DA PRA FAZER EM UMA CONTA SO. JA NO GOOGLE NAO ELE RECONHECE AS VOZES DE CADA PESSOA E PASSA O QUE E DELA. ESPERO QUE A AMAZON ATUALIZE E SEPARE AS CONTAS.",2,6,2.2.307833.0,2019-12-22 13:34:21
A ALEXA FICA ME IGNORANDO NAO IMPORTA O QUE EU FACA!,1,0,2.2.307833.0,2019-12-22 02:27:05
